LSTM
0.20953923
0.20618896
0.20376559
0.20281307
0.20342557
0.20547694
0.20877223
0.21321182
0.21889287
0.22581707
0.2340934
0.24379586
0.25495806
0.26769018
0.28204224
0.29810458
0.31595048
0.33564734
0.3572635
0.38079974
0.4062516
0.43354282
0.46253872
0.49304825
0.52479583
0.55746317
0.5907306
0.6241881
0.6574075
0.6899537
0.72140044
0.751351
0.77944875
0.8053907
0.8289325
0.84988844
0.8681318
0.8835908
0.89624465
0.90611506
0.91326386
0.917783
0.9197898
0.919419
0.916817
0.912137
0.9055341
0.89716035
0.8871642
0.8756845
0.8628544
0.84879684
0.8336253
0.8174458
0.8003562
0.78244734
0.76380754
0.74452
0.7246691
0.7043386
0.6836173
0.66259706
0.6413786
0.6200683
0.5987818
0.5776424
0.55678225
0.5363394
0.5164566
0.49727914
0.47895205
0.46161747
0.44541124
0.43046045
0.41688058
0.40477446
0.3942295
0.38531846
0.37809926
0.37261462
0.36889488
0.36695924
0.36681703
0.3684709
0.37191632
0.3771444
0.3841409
0.39288586
0.40335247
0.41550454
0.42929402
0.44465747
0.46151298
0.47975716
0.4992626
0.51987606
0.5414185
0.56368583
0.58645266
0.60947603
