xgb
0.2252582
0.2279651
0.2290532
0.22937043
0.22921723
0.22908588
0.23005441
0.23098916
0.23009023
0.2287108
0.2290062
0.2266102
0.2260909
0.22715482
0.22915521
0.22876383
0.22874422
0.22899435
0.23460594
0.23884791
0.24917246
0.24917246
0.24948587
0.2320387
0.21846807
0.23246248
0.23777172
0.23899326
0.26134652
0.2804951
0.29271114
0.30163106
0.31509456
0.322325
0.32156527
0.32814085
0.37901065
0.3807657
0.38148898
0.3816302
0.38206184
0.3812745
0.3816084
0.38202533
0.3779367
0.40839314
0.49084762
0.5337075
0.5532505
0.60085255
0.63258946
0.67847246
0.70391154
0.7324805
0.7620908
0.7874361
0.8024584
0.80285
0.8042771
0.8342567
0.82978183
0.83836377
0.8380179
0.8332483
0.81361955
0.8230609
0.8247695
0.8237111
0.8287209
0.8287625
0.82083917
0.8201773
0.8215802
0.8214246
0.8212857
0.8211915
0.8252931
0.81986785
0.8197032
0.8152676
0.810037
0.81139153
0.8180629
0.8171549
0.8248612
0.79291266
0.7495807
0.7358851
0.7359685
0.7324363
0.7330881
0.7330881
0.7330881
0.6978039
0.6285955
0.5929602
0.5187563
0.45991388
0.42986873
0.40667376
0.39063978
0.37895787
0.32299402
0.29317656
0.28175128
0.27018103
0.26040345
0.25795147
0.25807595
0.25755665
0.25755665
0.25755665
0.25905108
0.25999513
0.25999513
0.25999513
0.2588179
0.26138362
0.26327023
0.2635037
0.26379907
0.26379907
0.26379907
0.2630662
0.26422676
0.2646449
0.2646449
0.2646449
0.2646449
0.2646449
0.2646449
0.2646449
0.2646449
0.26435542
0.26395774
0.26395774
0.2642472
0.2642472
0.26447704
0.26380685
0.26749983
0.26698363
0.26582912
0.26717028
0.26612824
0.26756662
0.27129814
0.27459875
0.28558576
0.29094493
