x_19,y_19,x_20,y_20,x_21,y_21,x_22,y_22
4.0,0.29595997385457323,3.0,0.29942798381331537,1.0,0.8147050696825527,1.0,0.2786385267590136
6.070707070707071,0.27797017052867573,5.121212121212121,0.2899180367047757,3.1414141414141414,0.8249314872325703,3.04040404040404,0.28411976620618445
8.141414141414142,0.2656090192707116,7.242424242424242,0.27329334770920777,5.282828282828283,0.8308268064602629,5.08080808080808,0.2870383570682851
10.212121212121211,0.25920979835645425,9.363636363636363,0.25799588584723604,7.424242424242424,0.832973874745402,7.121212121212121,0.28857091502196175
12.282828282828282,0.2544731954551604,11.484848484848484,0.2487770282019052,9.565656565656566,0.8329628089249521,9.16161616161616,0.2905891124453482
14.353535353535353,0.2469470197998381,13.606060606060606,0.23898835805784113,11.707070707070708,0.8323837258358776,11.2020202020202,0.29181628194100845
16.424242424242422,0.23326058848577097,15.727272727272727,0.22620108858002716,13.848484848484848,0.8328071636401657,13.242424242424242,0.2892128205940377
18.494949494949495,0.21405988311613397,17.848484848484848,0.21583038899536666,15.98989898989899,0.8350252913654566,15.282828282828282,0.28349947131914083
20.565656565656564,0.20165164394182927,19.96969696969697,0.2122299758660132,18.13131313131313,0.8388089769001917,17.32323232323232,0.27909405625128203
22.636363636363633,0.19797515820061215,22.09090909090909,0.21053025170332137,20.272727272727273,0.8434502376735211,19.363636363636363,0.27669653563092084
24.707070707070706,0.19613096360043578,24.21212121212121,0.20300785200026633,22.414141414141415,0.8468771100034714,21.4040404040404,0.27406753165943615
26.777777777777775,0.1942865973107765,26.333333333333332,0.18197374413135176,24.555555555555557,0.8470716791006581,23.444444444444443,0.268925943448607
28.848484848484844,0.19713812629218774,28.454545454545453,0.15354205221948253,26.696969696969695,0.8451978692015669,25.484848484848484,0.26136357109454367
30.919191919191917,0.2030464772543857,30.575757575757574,0.1406704276677696,28.838383838383837,0.8439988573144761,27.525252525252522,0.25601404004413797
32.98989898989899,0.2079707223603214,32.696969696969695,0.134144587073105,30.97979797979798,0.8393572296142529,29.565656565656564,0.25380695981957724
35.06060606060606,0.20813857307610045,34.81818181818181,0.12988557765165937,33.121212121212125,0.818019864021078,31.606060606060602,0.2534182056440987
37.13131313131313,0.205664199872529,36.93939393939394,0.128373342785179,35.26262626262626,0.7784470981892443,33.64646464646464,0.2535045665337332
39.2020202020202,0.20836390385769935,39.06060606060606,0.13010933008260633,37.4040404040404,0.7555605698013578,35.686868686868685,0.2527228315045115
41.272727272727266,0.22428794250005823,41.18181818181818,0.13559498715288376,39.54545454545455,0.7297815258015771,37.72727272727273,0.25079211868875256
43.34343434343434,0.2590416495834618,43.3030303030303,0.14534252353144764,41.686868686868685,0.6408226765815562,39.76767676767676,0.2526748377595964
45.41414141414141,0.2905720450736723,45.42424242424242,0.1653312074126414,43.82828282828283,0.51406901054699,41.8080808080808,0.2568581219198796
47.48484848484848,0.3057986163710954,47.54545454545455,0.2109385340025624,45.96969696969697,0.4372711135990012,43.848484848484844,0.26067651076601356
49.55555555555555,0.30947979074490545,49.666666666666664,0.2577647826731985,48.111111111111114,0.40439192625713233,45.888888888888886,0.2644167272355684
51.62626262626262,0.3066433351279058,51.78787878787878,0.2886187151046771,50.25252525252525,0.40189617968718033,47.92929292929293,0.2686950562582441
53.69696969696969,0.3023170164529003,53.90909090909091,0.3065040549910201,52.39393939393939,0.4162486050549421,49.96969696969697,0.27473444505850914
55.76767676767676,0.30152860165269235,56.03030303030303,0.3220102629928364,54.535353535353536,0.43391393352621443,52.010101010101,0.28382612637686194
57.838383838383834,0.30930585766008567,58.15151515151515,0.34628628099261505,56.676767676767675,0.44135689626679453,54.050505050505045,0.2946667294185378
59.90909090909091,0.330844410985952,60.272727272727266,0.3884215323108809,58.81818181818182,0.42532228613919215,56.090909090909086,0.30332469727274236
61.97979797979797,0.3765797722369947,62.39393939393939,0.44745356393364205,60.95959595959596,0.38469031422068956,58.13131313131313,0.3079086784887217
64.05050505050505,0.45080792412674664,64.51515151515152,0.4875060871664028,63.101010101010104,0.334867792115997,60.17171717171717,0.314078538210276
66.12121212121212,0.5158816578803317,66.63636363636363,0.5168471083384901,65.24242424242425,0.2889514584404667,62.212121212121204,0.3291454985638241
68.19191919191918,0.553751126013007,68.75757575757575,0.5457021922893114,67.38383838383838,0.24919823338290673,64.25252525252525,0.35897694378079537
70.26262626262626,0.5825119906104811,70.87878787878788,0.557888111506549,69.52525252525253,0.22882394067280543,66.29292929292929,0.3890079832680606
72.33333333333333,0.6439195856199335,73.0,0.5758402279526412,71.66666666666667,0.2255834029665125,68.33333333333333,0.40397348774068204
74.4040404040404,0.7362639418633977,75.12121212121212,0.5881515549405637,73.8080808080808,0.22252433404491728,70.37373737373737,0.42618324962517545
76.47474747474747,0.7908418366875456,77.24242424242424,0.6365144308118008,75.94949494949495,0.21286133263060955,72.41414141414141,0.4774432932052573
78.54545454545453,0.8193382005455327,79.36363636363636,0.6861044194737174,78.0909090909091,0.2037762874641766,74.45454545454545,0.5183657261596093
80.6161616161616,0.836903308221847,81.48484848484848,0.7183494926200924,80.23232323232324,0.2000275569162727,76.4949494949495,0.5560042200048092
82.68686868686868,0.8534520908463106,83.6060606060606,0.7491139073320991,82.37373737373737,0.19885820209955662,78.53535353535352,0.6038392865214776
84.75757575757575,0.8786296196879799,85.72727272727272,0.7554766427750002,84.51515151515152,0.20198810117914442,80.57575757575756,0.6324109960936863
86.82828282828282,0.9112728930129886,87.84848484848484,0.7509123778186176,86.65656565656566,0.2073901972516198,82.6161616161616,0.6743799276636392
