LSTM
0.28967243
0.3017892
0.31298277
0.32233256
0.3298346
0.3359649
0.3407227
0.34318408
0.34263083
0.33978775
0.33589056
0.33153325
0.32631278
0.3196359
0.31225714
0.30544484
0.3000326
0.29613915
0.29321358
0.29059592
0.28913403
0.2895315
0.2915968
0.29493678
0.29929197
0.30480358
0.31216165
0.32164988
0.33228928
0.34240547
0.35198972
0.3634942
0.38117582
0.40493858
0.4293569
0.4544696
0.4874531
0.5257993
0.5666794
0.61060697
0.6518281
0.6923686
0.72939116
0.7585243
0.77998334
0.7989774
0.8222754
0.8479166
0.87413573
0.8986419
0.9155971
0.92145646
0.91797477
0.90732217
0.8894338
0.86363846
0.8323521
0.8025956
0.7784963
0.7628845
0.76114404
0.77557755
0.7983303
0.8257333
0.85239285
0.8732822
0.88613546
0.8904239
0.88901347
0.88334334
0.8704803
0.84959066
0.8266187
0.8068326
0.79222536
0.7826716
0.7773337
0.7753419
0.77570546
0.7757626
0.7694608
0.7552564
0.7309998
0.69168794
0.64376116
0.5861246
0.52517873
0.46793732
0.41496864
0.3709902
0.33409014
0.30411023
0.27986154
0.25968972
0.24457583
0.23221928
0.22317846
0.21705177
0.21296455
0.21098273
