xgb
0.26897463
0.26764962
0.27411434
0.28512868
0.28760076
0.28989792
0.293154
0.28901073
0.28504097
0.26966918
0.26968402
0.2591012
0.25859323
0.26069745
0.25764942
0.23489067
0.2417389
0.24919777
0.2520714
0.25059304
0.2502176
0.277399
0.27106717
0.26401207
0.2677392
0.2746491
0.2942109
0.28959367
0.30750963
0.30762714
0.31220585
0.40737405
0.37356842
0.4314799
0.42112055
0.44065022
0.51155627
0.5441705
0.5769073
0.6385437
0.6913488
0.72717035
0.72003764
0.71916306
0.7230883
0.76761585
0.8261942
0.8570591
0.90469813
0.91240805
0.92772526
0.8676537
0.856762
0.8524655
0.79357105
0.75091046
0.77103674
0.7682315
0.76278645
0.77524173
0.8304968
0.8920721
0.906573
0.9338559
0.9535525
0.94208616
0.9399372
0.9285068
0.9041205
0.87678576
0.8569292
0.80437315
0.80243176
0.81117874
0.81562656
0.81667644
0.8419103
0.83089554
0.8378467
0.82621515
0.80165154
0.75916606
0.7054096
0.624906
0.5601128
0.46847436
0.45659313
0.43772674
0.39814734
0.3785803
0.32431528
0.3295846
0.30682346
0.29772943
0.28170744
0.25849777
0.25480825
0.2404259
0.2343294
0.21890041
