5,0.12774
5.28261,0.12044
5.54348,0.13869
5.80978,0.24088
6.09239,0.35036
6.3587,0.4708
6.63587,0.66423
6.90761,0.75182
7.17391,0.80474
7.45652,0.84489
7.72826,0.83577
8,0.82117
8.27174,0.81022
8.54891,0.7792
8.81522,0.70255
9.09783,0.61679
9.36957,0.47445
9.63587,0.33577
9.90761,0.21533
10.17935,0.13504
10.45109,0.13869
10.7337,0.05657
11,0.05474
