x,y
7.32872,0.24894
22.59689,0.19628
38.17041,0.13404
53.43858,0.23617
68.70676,0.25532
83.97492,0.25851
99.85381,0.29202
114.81661,0.30319
130.08478,0.30638
145.6583,0.41968
161.23183,0.56649
176.49999,0.74681
191.76816,0.77553
206.73097,0.75638
222.30449,0.63351
237.57266,0.525
253.14618,0.41489
268.41437,0.36383
283.98787,0.34149
299.25604,0.33191
314.5242,0.33989
329.79237,0.33511
345.36592,0.30798
